State,Year,Month,Drug Name,Death Count
AK,2016,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",76.0
AK,2016,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",66.0
AK,2016,January,Natural & semi-synthetic opioids (T40.2),60.0
AK,2016,January,"Synthetic opioids, excl. methadone (T40.4)",13.0
AK,2016,January,Methadone (T40.3),13.0
AK,2016,January,Number of Deaths,4213.0
AK,2016,January,Number of Drug Overdose Deaths,126.0
AK,2016,January,Percent with drugs specified,90.4761904761905
AK,2016,January,"Opioids (T40.0-T40.4,T40.6)",90.0
AK,2016,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",75.0
AK,2016,January,Heroin (T40.1),35.0
AK,2016,January,Cocaine (T40.5),
AK,2016,January,Psychostimulants with abuse potential (T43.6),27.0
AK,2016,July,Psychostimulants with abuse potential (T43.6),39.0
AK,2016,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",78.0
AK,2016,July,Methadone (T40.3),21.0
AK,2016,July,"Opioids (T40.0-T40.4,T40.6)",107.0
AK,2016,July,Cocaine (T40.5),13.0
AK,2016,July,Heroin (T40.1),42.0
AK,2016,July,Percent with drugs specified,96.50349650349648
AK,2016,July,Number of Deaths,4269.0
AK,2016,July,Natural & semi-synthetic opioids (T40.2),60.0
AK,2016,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",70.0
AK,2016,July,"Synthetic opioids, excl. methadone (T40.4)",13.0
AK,2016,July,Number of Drug Overdose Deaths,143.0
AK,2016,June,Cocaine (T40.5),11.0
AK,2016,June,"Opioids (T40.0-T40.4,T40.6)",102.0
AK,2016,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",76.0
AK,2016,June,Psychostimulants with abuse potential (T43.6),37.0
AK,2016,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",69.0
AK,2016,June,"Synthetic opioids, excl. methadone (T40.4)",12.0
AK,2016,June,Methadone (T40.3),20.0
AK,2016,June,Number of Drug Overdose Deaths,138.0
AK,2016,June,Number of Deaths,4261.0
AK,2016,June,Percent with drugs specified,97.1014492753623
AK,2016,June,Natural & semi-synthetic opioids (T40.2),60.0
AK,2016,June,Heroin (T40.1),40.0
AK,2016,March,"Opioids (T40.0-T40.4,T40.6)",90.0
AK,2016,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",64.0
AK,2016,March,Methadone (T40.3),16.0
AK,2016,March,Natural & semi-synthetic opioids (T40.2),57.0
AK,2016,March,Psychostimulants with abuse potential (T43.6),31.0
AK,2016,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",72.0
AK,2016,March,"Synthetic opioids, excl. methadone (T40.4)",12.0
AK,2016,March,Cocaine (T40.5),
AK,2016,March,Percent with drugs specified,92.8
AK,2016,March,Number of Deaths,4230.0
AK,2016,March,Number of Drug Overdose Deaths,125.0
AK,2016,March,Heroin (T40.1),38.0
AK,2016,May,Cocaine (T40.5),11.0
AK,2016,May,"Opioids (T40.0-T40.4,T40.6)",103.0
AK,2016,May,"Synthetic opioids, excl. methadone (T40.4)",11.0
AK,2016,May,Methadone (T40.3),17.0
AK,2016,May,Psychostimulants with abuse potential (T43.6),39.0
AK,2016,May,Percent with drugs specified,95.7142857142857
AK,2016,May,Number of Deaths,4241.0
AK,2016,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",77.0
AK,2016,May,Natural & semi-synthetic opioids (T40.2),63.0
AK,2016,May,Heroin (T40.1),44.0
AK,2016,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",70.0
AK,2016,May,Number of Drug Overdose Deaths,140.0
AK,2016,November,Number of Deaths,4289.0
AK,2016,November,Natural & semi-synthetic opioids (T40.2),51.0
AK,2016,November,Heroin (T40.1),45.0
AK,2016,November,Percent with drugs specified,97.7443609022556
AK,2016,November,Number of Drug Overdose Deaths,133.0
AK,2016,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",59.0
AK,2016,November,Psychostimulants with abuse potential (T43.6),45.0
AK,2016,November,"Synthetic opioids, excl. methadone (T40.4)",
AK,2016,November,"Opioids (T40.0-T40.4,T40.6)",99.0
AK,2016,November,Methadone (T40.3),15.0
AK,2016,November,Cocaine (T40.5),15.0
AK,2016,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",64.0
AK,2016,October,Number of Deaths,4291.0
AK,2016,October,Percent with drugs specified,96.9465648854962
AK,2016,October,Natural & semi-synthetic opioids (T40.2),53.0
AK,2016,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",64.0
AK,2016,October,Psychostimulants with abuse potential (T43.6),44.0
AK,2016,October,Methadone (T40.3),15.0
AK,2016,October,Number of Drug Overdose Deaths,131.0
AK,2016,October,Heroin (T40.1),38.0
AK,2016,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",60.0
AK,2016,October,"Opioids (T40.0-T40.4,T40.6)",94.0
AK,2016,October,"Synthetic opioids, excl. methadone (T40.4)",
AK,2016,October,Cocaine (T40.5),13.0
AK,2016,September,Psychostimulants with abuse potential (T43.6),42.0
AK,2016,September,Natural & semi-synthetic opioids (T40.2),54.0
AK,2016,September,Number of Deaths,4256.0
AK,2016,September,"Synthetic opioids, excl. methadone (T40.4)",10.0
AK,2016,September,"Opioids (T40.0-T40.4,T40.6)",96.0
AK,2016,September,Methadone (T40.3),17.0
AK,2016,September,Percent with drugs specified,96.9465648854962
AK,2016,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",62.0
AK,2016,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",68.0
AK,2016,September,Heroin (T40.1),37.0
AK,2016,September,Number of Drug Overdose Deaths,131.0
AK,2016,September,Cocaine (T40.5),11.0
AK,2017,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",35.0
AK,2017,April,Natural & semi-synthetic opioids (T40.2),30.0
AK,2017,April,Psychostimulants with abuse potential (T43.6),52.0
AK,2017,April,"Synthetic opioids, excl. methadone (T40.4)",12.0
AK,2017,April,"Opioids (T40.0-T40.4,T40.6)",78.0
AK,2017,April,Percent with drugs specified,97.4358974358974
AK,2017,April,Number of Deaths,4325.0
AK,2017,April,Methadone (T40.3),
AK,2017,April,Heroin (T40.1),43.0
AK,2017,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",44.0
AK,2017,April,Number of Drug Overdose Deaths,117.0
AK,2017,April,Cocaine (T40.5),16.0
AK,2017,August,Heroin (T40.1),46.0
AK,2017,August,Number of Drug Overdose Deaths,137.0
AK,2017,August,"Synthetic opioids, excl. methadone (T40.4)",29.0
AK,2017,August,"Opioids (T40.0-T40.4,T40.6)",99.0
AK,2017,August,Number of Deaths,4234.0
AK,2017,August,Methadone (T40.3),
AK,2017,August,Natural & semi-synthetic opioids (T40.2),44.0
AK,2017,August,Cocaine (T40.5),21.0
AK,2017,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",48.0
AK,2017,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",68.0
AK,2017,August,Psychostimulants with abuse potential (T43.6),64.0
AK,2017,August,Percent with drugs specified,97.0802919708029
AK,2017,December,"Opioids (T40.0-T40.4,T40.6)",100.0
AK,2017,December,"Synthetic opioids, excl. methadone (T40.4)",37.0
AK,2017,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",50.0
AK,2017,December,Percent with drugs specified,97.16312056737593
AK,2017,December,Natural & semi-synthetic opioids (T40.2),46.0
AK,2017,December,Number of Deaths,4279.0
AK,2017,December,Psychostimulants with abuse potential (T43.6),64.0
AK,2017,December,Heroin (T40.1),36.0
AK,2017,December,Methadone (T40.3),
AK,2017,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",75.0
AK,2017,December,Cocaine (T40.5),18.0
AK,2017,December,Number of Drug Overdose Deaths,141.0
AK,2017,February,Natural & semi-synthetic opioids (T40.2),36.0
AK,2017,February,Percent with drugs specified,98.3870967741936
AK,2017,February,Psychostimulants with abuse potential (T43.6),54.0
AK,2017,February,Number of Deaths,4347.0
AK,2017,February,Number of Drug Overdose Deaths,124.0
AK,2017,February,Methadone (T40.3),
AK,2017,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",42.0
AK,2017,February,Heroin (T40.1),49.0
AK,2017,February,"Synthetic opioids, excl. methadone (T40.4)",11.0
AK,2017,February,"Opioids (T40.0-T40.4,T40.6)",90.0
AK,2017,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",50.0
AK,2017,February,Cocaine (T40.5),18.0
AK,2017,January,Number of Deaths,4374.0
AK,2017,January,Psychostimulants with abuse potential (T43.6),55.0
AK,2017,January,Methadone (T40.3),11.0
AK,2017,January,Number of Drug Overdose Deaths,126.0
AK,2017,January,Natural & semi-synthetic opioids (T40.2),40.0
AK,2017,January,Percent with drugs specified,99.2063492063492
AK,2017,January,"Synthetic opioids, excl. methadone (T40.4)",10.0
AK,2017,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",47.0
AK,2017,January,Heroin (T40.1),50.0
AK,2017,January,"Opioids (T40.0-T40.4,T40.6)",93.0
AK,2017,January,Cocaine (T40.5),15.0
AK,2017,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",54.0
AK,2017,July,Heroin (T40.1),44.0
AK,2017,July,Number of Drug Overdose Deaths,128.0
AK,2017,July,"Opioids (T40.0-T40.4,T40.6)",91.0
AK,2017,July,Number of Deaths,4236.0
AK,2017,July,Natural & semi-synthetic opioids (T40.2),40.0
AK,2017,July,"Synthetic opioids, excl. methadone (T40.4)",27.0
AK,2017,July,Cocaine (T40.5),20.0
AK,2017,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",63.0
AK,2017,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",44.0
AK,2017,July,Psychostimulants with abuse potential (T43.6),59.0
AK,2017,July,Percent with drugs specified,97.65625
AK,2017,July,Methadone (T40.3),
AK,2017,June,"Synthetic opioids, excl. methadone (T40.4)",24.0
AK,2017,June,Number of Deaths,4276.0
AK,2017,June,Heroin (T40.1),42.0
AK,2017,June,Psychostimulants with abuse potential (T43.6),54.0
AK,2017,June,"Opioids (T40.0-T40.4,T40.6)",85.0
AK,2017,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",40.0
AK,2017,June,Number of Drug Overdose Deaths,122.0
AK,2017,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",57.0
AK,2017,June,Percent with drugs specified,96.72131147540979
AK,2017,June,Methadone (T40.3),
AK,2017,June,Cocaine (T40.5),20.0
AK,2017,June,Natural & semi-synthetic opioids (T40.2),35.0
AK,2017,March,Natural & semi-synthetic opioids (T40.2),35.0
AK,2017,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",41.0
AK,2017,March,Psychostimulants with abuse potential (T43.6),55.0
AK,2017,March,Number of Deaths,4359.0
AK,2017,March,Number of Drug Overdose Deaths,126.0
AK,2017,March,"Synthetic opioids, excl. methadone (T40.4)",11.0
AK,2017,March,"Opioids (T40.0-T40.4,T40.6)",87.0
AK,2017,March,Methadone (T40.3),
AK,2017,March,Cocaine (T40.5),19.0
AK,2017,March,Heroin (T40.1),47.0
AK,2017,March,Percent with drugs specified,98.4126984126984
AK,2017,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",49.0
AK,2017,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",39.0
AK,2017,May,"Synthetic opioids, excl. methadone (T40.4)",21.0
AK,2017,May,Number of Deaths,4277.0
AK,2017,May,Percent with drugs specified,96.6666666666667
AK,2017,May,Psychostimulants with abuse potential (T43.6),52.0
AK,2017,May,Heroin (T40.1),40.0
AK,2017,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",53.0
AK,2017,May,"Opioids (T40.0-T40.4,T40.6)",81.0
AK,2017,May,Methadone (T40.3),10.0
AK,2017,May,Number of Drug Overdose Deaths,120.0
AK,2017,May,Cocaine (T40.5),18.0
AK,2017,May,Natural & semi-synthetic opioids (T40.2),32.0
AK,2017,November,"Opioids (T40.0-T40.4,T40.6)",97.0
AK,2017,November,"Synthetic opioids, excl. methadone (T40.4)",33.0
AK,2017,November,Percent with drugs specified,97.1014492753623
AK,2017,November,Methadone (T40.3),
AK,2017,November,Number of Deaths,4308.0
AK,2017,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",47.0
AK,2017,November,Number of Drug Overdose Deaths,138.0
AK,2017,November,Natural & semi-synthetic opioids (T40.2),43.0
AK,2017,November,Heroin (T40.1),38.0
AK,2017,November,Psychostimulants with abuse potential (T43.6),67.0
AK,2017,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",70.0
AK,2017,November,Cocaine (T40.5),17.0
AK,2017,October,Percent with drugs specified,97.2222222222222
AK,2017,October,Methadone (T40.3),
AK,2017,October,Heroin (T40.1),46.0
AK,2017,October,Number of Drug Overdose Deaths,144.0
AK,2017,October,Number of Deaths,4283.0
AK,2017,October,"Synthetic opioids, excl. methadone (T40.4)",33.0
AK,2017,October,Cocaine (T40.5),20.0
AK,2017,October,"Opioids (T40.0-T40.4,T40.6)",103.0
AK,2017,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",72.0
AK,2017,October,Natural & semi-synthetic opioids (T40.2),45.0
AK,2017,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",49.0
AK,2017,October,Psychostimulants with abuse potential (T43.6),70.0
AK,2017,September,Methadone (T40.3),
AK,2017,September,Heroin (T40.1),46.0
AK,2017,September,Number of Deaths,4299.0
AK,2017,September,Number of Drug Overdose Deaths,148.0
AK,2017,September,"Synthetic opioids, excl. methadone (T40.4)",32.0
AK,2017,September,"Opioids (T40.0-T40.4,T40.6)",106.0
AK,2017,September,Percent with drugs specified,97.2972972972973
AK,2017,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",74.0
AK,2017,September,Natural & semi-synthetic opioids (T40.2),48.0
AK,2017,September,Cocaine (T40.5),22.0
AK,2017,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",52.0
AK,2017,September,Psychostimulants with abuse potential (T43.6),68.0
AK,2018,April,Number of Deaths,4340.0
AK,2018,April,"Synthetic opioids, excl. methadone (T40.4)",38.0
AK,2018,April,Natural & semi-synthetic opioids (T40.2),48.0
AK,2018,April,Psychostimulants with abuse potential (T43.6),61.0
AK,2018,April,Number of Drug Overdose Deaths,142.0
AK,2018,April,Cocaine (T40.5),15.0
AK,2018,April,Methadone (T40.3),11.0
AK,2018,April,"Opioids (T40.0-T40.4,T40.6)",102.0
AK,2018,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",55.0
AK,2018,April,Percent with drugs specified,98.59154929577473
AK,2018,April,Heroin (T40.1),36.0
AK,2018,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",80.0
AK,2018,August,"Synthetic opioids, excl. methadone (T40.4)",19.0
AK,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",42.0
AK,2018,August,Psychostimulants with abuse potential (T43.6),47.0
AK,2018,August,Number of Deaths,4383.0
AK,2018,August,Number of Drug Overdose Deaths,110.0
AK,2018,August,Methadone (T40.3),
AK,2018,August,Percent with drugs specified,100.0
AK,2018,August,Natural & semi-synthetic opioids (T40.2),37.0
AK,2018,August,Cocaine (T40.5),
AK,2018,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",56.0
AK,2018,August,"Opioids (T40.0-T40.4,T40.6)",73.0
AK,2018,August,Heroin (T40.1),24.0
AK,2018,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",37.0
AK,2018,December,Number of Drug Overdose Deaths,105.0
AK,2018,December,Psychostimulants with abuse potential (T43.6),49.0
AK,2018,December,"Opioids (T40.0-T40.4,T40.6)",65.0
AK,2018,December,Number of Deaths,4333.0
AK,2018,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",46.0
AK,2018,December,Methadone (T40.3),
AK,2018,December,Heroin (T40.1),28.0
AK,2018,December,Percent with drugs specified,100.0
AK,2018,December,Cocaine (T40.5),10.0
AK,2018,December,Natural & semi-synthetic opioids (T40.2),33.0
AK,2018,December,"Synthetic opioids, excl. methadone (T40.4)",16.0
AK,2018,February,Number of Deaths,4303.0
AK,2018,February,Methadone (T40.3),10.0
AK,2018,February,Psychostimulants with abuse potential (T43.6),56.0
AK,2018,February,"Synthetic opioids, excl. methadone (T40.4)",38.0
AK,2018,February,Percent with drugs specified,97.84172661870501
AK,2018,February,Natural & semi-synthetic opioids (T40.2),48.0
AK,2018,February,Cocaine (T40.5),14.0
AK,2018,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",54.0
AK,2018,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",80.0
AK,2018,February,Heroin (T40.1),37.0
AK,2018,February,Number of Drug Overdose Deaths,139.0
AK,2018,February,"Opioids (T40.0-T40.4,T40.6)",102.0
AK,2018,January,"Synthetic opioids, excl. methadone (T40.4)",38.0
AK,2018,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",51.0
AK,2018,January,Number of Deaths,4259.0
AK,2018,January,Psychostimulants with abuse potential (T43.6),59.0
AK,2018,January,Percent with drugs specified,97.1014492753623
AK,2018,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",77.0
AK,2018,January,Methadone (T40.3),
AK,2018,January,Natural & semi-synthetic opioids (T40.2),46.0
AK,2018,January,Cocaine (T40.5),16.0
AK,2018,January,Heroin (T40.1),36.0
AK,2018,January,"Opioids (T40.0-T40.4,T40.6)",100.0
AK,2018,January,Number of Drug Overdose Deaths,138.0
AK,2018,July,"Synthetic opioids, excl. methadone (T40.4)",22.0
AK,2018,July,Cocaine (T40.5),
AK,2018,July,Natural & semi-synthetic opioids (T40.2),38.0
AK,2018,July,Number of Drug Overdose Deaths,116.0
AK,2018,July,Psychostimulants with abuse potential (T43.6),50.0
AK,2018,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",43.0
AK,2018,July,Percent with drugs specified,99.1379310344828
AK,2018,July,Heroin (T40.1),26.0
AK,2018,July,Number of Deaths,4337.0
AK,2018,July,"Opioids (T40.0-T40.4,T40.6)",76.0
AK,2018,July,Methadone (T40.3),
AK,2018,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",59.0
AK,2018,June,Number of Deaths,4308.0
AK,2018,June,"Synthetic opioids, excl. methadone (T40.4)",24.0
AK,2018,June,Percent with drugs specified,99.2
AK,2018,June,Natural & semi-synthetic opioids (T40.2),43.0
AK,2018,June,Cocaine (T40.5),10.0
AK,2018,June,Heroin (T40.1),31.0
AK,2018,June,Number of Drug Overdose Deaths,125.0
AK,2018,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",48.0
AK,2018,June,Methadone (T40.3),10.0
AK,2018,June,Psychostimulants with abuse potential (T43.6),55.0
AK,2018,June,"Opioids (T40.0-T40.4,T40.6)",85.0
AK,2018,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",65.0
AK,2018,March,"Synthetic opioids, excl. methadone (T40.4)",38.0
AK,2018,March,Number of Deaths,4285.0
AK,2018,March,Natural & semi-synthetic opioids (T40.2),47.0
AK,2018,March,Cocaine (T40.5),13.0
AK,2018,March,Psychostimulants with abuse potential (T43.6),56.0
AK,2018,March,Number of Drug Overdose Deaths,136.0
AK,2018,March,Percent with drugs specified,97.7941176470588
AK,2018,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",53.0
AK,2018,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",79.0
AK,2018,March,Heroin (T40.1),35.0
AK,2018,March,Methadone (T40.3),10.0
AK,2018,March,"Opioids (T40.0-T40.4,T40.6)",101.0
AK,2018,May,Methadone (T40.3),
AK,2018,May,Cocaine (T40.5),12.0
AK,2018,May,Percent with drugs specified,99.2063492063492
AK,2018,May,Heroin (T40.1),33.0
AK,2018,May,"Synthetic opioids, excl. methadone (T40.4)",27.0
AK,2018,May,Number of Drug Overdose Deaths,126.0
AK,2018,May,Number of Deaths,4351.0
AK,2018,May,Psychostimulants with abuse potential (T43.6),55.0
AK,2018,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",67.0
AK,2018,May,Natural & semi-synthetic opioids (T40.2),43.0
AK,2018,May,"Opioids (T40.0-T40.4,T40.6)",88.0
AK,2018,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",48.0
AK,2018,November,Psychostimulants with abuse potential (T43.6),48.0
AK,2018,November,"Opioids (T40.0-T40.4,T40.6)",68.0
AK,2018,November,Methadone (T40.3),
AK,2018,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",50.0
AK,2018,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",38.0
AK,2018,November,Percent with drugs specified,100.0
AK,2018,November,Cocaine (T40.5),10.0
AK,2018,November,Number of Drug Overdose Deaths,106.0
AK,2018,November,Heroin (T40.1),28.0
AK,2018,November,Number of Deaths,4333.0
AK,2018,November,Natural & semi-synthetic opioids (T40.2),34.0
AK,2018,November,"Synthetic opioids, excl. methadone (T40.4)",19.0
AK,2018,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",36.0
AK,2018,October,Cocaine (T40.5),
AK,2018,October,Number of Drug Overdose Deaths,99.0
AK,2018,October,"Opioids (T40.0-T40.4,T40.6)",65.0
AK,2018,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",48.0
AK,2018,October,Methadone (T40.3),
AK,2018,October,Psychostimulants with abuse potential (T43.6),42.0
AK,2018,October,"Synthetic opioids, excl. methadone (T40.4)",18.0
AK,2018,October,Natural & semi-synthetic opioids (T40.2),31.0
AK,2018,October,Percent with drugs specified,100.0
AK,2018,October,Number of Deaths,4309.0
AK,2018,October,Heroin (T40.1),24.0
AK,2018,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",36.0
AK,2018,September,"Opioids (T40.0-T40.4,T40.6)",65.0
AK,2018,September,Cocaine (T40.5),
AK,2018,September,Number of Deaths,4324.0
AK,2018,September,Number of Drug Overdose Deaths,100.0
AK,2018,September,"Synthetic opioids, excl. methadone (T40.4)",16.0
AK,2018,September,Natural & semi-synthetic opioids (T40.2),31.0
AK,2018,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",48.0
AK,2018,September,Methadone (T40.3),
AK,2018,September,Heroin (T40.1),24.0
AK,2018,September,Percent with drugs specified,100.0
AK,2018,September,Psychostimulants with abuse potential (T43.6),44.0
AK,2019,April,Heroin (T40.1),35.0
AK,2019,April,"Synthetic opioids, excl. methadone (T40.4)",19.0
AK,2019,April,Psychostimulants with abuse potential (T43.6),58.0
AK,2019,April,Number of Deaths,4405.0
AK,2019,April,Natural & semi-synthetic opioids (T40.2),44.0
AK,2019,April,Methadone (T40.3),
AK,2019,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",45.0
AK,2019,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",55.0
AK,2019,April,Percent with drugs specified,100.0
AK,2019,April,Cocaine (T40.5),10.0
AK,2019,April,"Opioids (T40.0-T40.4,T40.6)",78.0
AK,2019,April,Number of Drug Overdose Deaths,119.0
AK,2019,August,Cocaine (T40.5),12.0
AK,2019,August,"Synthetic opioids, excl. methadone (T40.4)",20.0
AK,2019,August,Psychostimulants with abuse potential (T43.6),65.0
AK,2019,August,Heroin (T40.1),43.0
AK,2019,August,Natural & semi-synthetic opioids (T40.2),40.0
AK,2019,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",42.0
AK,2019,August,Methadone (T40.3),
AK,2019,August,Number of Deaths,4457.0
AK,2019,August,"Opioids (T40.0-T40.4,T40.6)",78.0
AK,2019,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",50.0
AK,2019,August,Percent with drugs specified,98.46153846153852
