State,Year,Month,Drug Name,Death Count
AK,2017,March,Prescription Opioids,41
AK,2017,March,Psychostimulants ,55
AK,2017,March,Prescription Opioids,11
AK,2017,March,Opioids ,87
AK,2017,March,Cocaine ,19
AK,2017,March,Heroin ,47
AK,2017,March,Prescription Opioids,49
AK,2017,May,Prescription Opioids,39
AK,2017,May,Prescription Opioids,21
AK,2017,May,Psychostimulants ,52
AK,2017,May,Heroin ,40
AK,2017,May,Prescription Opioids,53
AK,2017,May,Opioids ,81
AK,2017,May,Methadone,10
AK,2017,May,Cocaine ,18
AK,2017,May,Prescription Opioids,32
AK,2017,November,Opioids ,97
AK,2017,November,Prescription Opioids,33
AK,2017,November,Prescription Opioids,47
AK,2017,November,Prescription Opioids,43
AK,2017,November,Heroin ,38
AK,2017,November,Psychostimulants ,67
AK,2017,November,Prescription Opioids,70
AK,2017,November,Cocaine ,17
AK,2017,October,Heroin ,46
AK,2017,October,Prescription Opioids,33
AK,2017,October,Cocaine ,20
AK,2017,October,Opioids ,103
AK,2017,October,Prescription Opioids,72
AK,2017,October,Prescription Opioids,45
AK,2017,October,Prescription Opioids,49
AK,2017,October,Psychostimulants ,70
AK,2017,September,Heroin ,46
AK,2017,September,Prescription Opioids,32
AK,2017,September,Opioids ,106
AK,2017,September,Prescription Opioids,74
AK,2017,September,Prescription Opioids,48
AK,2017,September,Cocaine ,22
AK,2017,September,Prescription Opioids,52
AK,2017,September,Psychostimulants ,68
AK,2018,April,Prescription Opioids,38
AK,2018,April,Prescription Opioids,48
AK,2018,April,Psychostimulants ,61
AK,2018,April,Cocaine ,15
AK,2018,April,Methadone,11
AK,2018,April,Opioids ,102
AK,2018,April,Prescription Opioids,55
AK,2018,April,Heroin ,36
AK,2018,April,Prescription Opioids,80
AK,2018,August,Prescription Opioids,19
AK,2018,August,Prescription Opioids,42
AK,2018,August,Psychostimulants ,47
AK,2018,August,Prescription Opioids,37
AK,2018,August,Prescription Opioids,56
AK,2018,August,Opioids ,73
AK,2018,August,Heroin ,24
AK,2018,December,Prescription Opioids,37
AK,2018,December,Psychostimulants ,49
AK,2018,December,Opioids ,65
AK,2018,December,Prescription Opioids,46
AK,2018,December,Heroin ,28
AK,2018,December,Cocaine ,10
AK,2018,December,Prescription Opioids,33
AK,2018,December,Prescription Opioids,16
AK,2018,February,Methadone,10
AK,2018,February,Psychostimulants ,56
AK,2018,February,Prescription Opioids,38
AK,2018,February,Prescription Opioids,48
AK,2018,February,Cocaine ,14
AK,2018,February,Prescription Opioids,54
AK,2018,February,Prescription Opioids,80
AK,2018,February,Heroin ,37
AK,2018,February,Opioids ,102
AK,2018,January,Prescription Opioids,38
AK,2018,January,Prescription Opioids,51
AK,2018,January,Psychostimulants ,59
AK,2018,January,Prescription Opioids,77
AK,2018,January,Prescription Opioids,46
AK,2018,January,Cocaine ,16
AK,2018,January,Heroin ,36
AK,2018,January,Opioids ,100
AK,2018,July,Prescription Opioids,22
AK,2018,July,Prescription Opioids,38
AK,2018,July,Psychostimulants ,50
AK,2018,July,Prescription Opioids,43
AK,2018,July,Heroin ,26
AK,2018,July,Opioids ,76
AK,2018,July,Prescription Opioids,59
AK,2018,June,Prescription Opioids,24
AK,2018,June,Prescription Opioids,43
AK,2018,June,Cocaine ,10
AK,2018,June,Heroin ,31
AK,2018,June,Prescription Opioids,48
AK,2018,June,Methadone,10
AK,2018,June,Psychostimulants ,55
AK,2018,June,Opioids ,85
AK,2018,June,Prescription Opioids,65
AK,2018,March,Prescription Opioids,38
AK,2018,March,Prescription Opioids,47
AK,2018,March,Cocaine ,13
AK,2018,March,Psychostimulants ,56
AK,2018,March,Prescription Opioids,53
AK,2018,March,Prescription Opioids,79
AK,2018,March,Heroin ,35
AK,2018,March,Methadone,10
AK,2018,March,Opioids ,101
AK,2018,May,Cocaine ,12
AK,2018,May,Heroin ,33
AK,2018,May,Prescription Opioids,27
AK,2018,May,Psychostimulants ,55
AK,2018,May,Prescription Opioids,67
AK,2018,May,Prescription Opioids,43
AK,2018,May,Opioids ,88
AK,2018,May,Prescription Opioids,48
AK,2018,November,Psychostimulants ,48
AK,2018,November,Opioids ,68
AK,2018,November,Prescription Opioids,50
AK,2018,November,Prescription Opioids,38
AK,2018,November,Cocaine ,10
AK,2018,November,Heroin ,28
AK,2018,November,Prescription Opioids,34
AK,2018,November,Prescription Opioids,19
AK,2018,October,Prescription Opioids,36
AK,2018,October,Opioids ,65
AK,2018,October,Prescription Opioids,48
AK,2018,October,Psychostimulants ,42
AK,2018,October,Prescription Opioids,18
AK,2018,October,Prescription Opioids,31
AK,2018,October,Heroin ,24
AK,2018,September,Prescription Opioids,36
AK,2018,September,Opioids ,65
AK,2018,September,Prescription Opioids,16
AK,2018,September,Prescription Opioids,31
AK,2018,September,Prescription Opioids,48
AK,2018,September,Heroin ,24
AK,2018,September,Psychostimulants ,44
AK,2019,April,Heroin ,35
AK,2019,April,Prescription Opioids,19
AK,2019,April,Psychostimulants ,58
AK,2019,April,Prescription Opioids,44
AK,2019,April,Prescription Opioids,45
AK,2019,April,Prescription Opioids,55
AK,2019,April,Cocaine ,10
AK,2019,April,Opioids ,78
AK,2019,August,Cocaine ,12
AK,2019,August,Prescription Opioids,20
AK,2019,August,Psychostimulants ,65
AK,2019,August,Heroin ,43
AK,2019,August,Prescription Opioids,40
AK,2019,August,Prescription Opioids,42
AK,2019,August,Opioids ,78
AK,2019,August,Prescription Opioids,50
AK,2019,December,Psychostimulants ,64
AK,2019,December,Prescription Opioids,60
AK,2019,December,Prescription Opioids,46
AK,2019,December,Heroin ,45
AK,2019,December,Opioids ,83
AK,2019,December,Prescription Opioids,23
AK,2019,December,Prescription Opioids,41
AK,2019,February,Psychostimulants ,58
AK,2019,February,Prescription Opioids,42
AK,2019,February,Prescription Opioids,51
AK,2019,February,Prescription Opioids,16
AK,2019,February,Cocaine ,11
AK,2019,February,Heroin ,31
AK,2019,February,Opioids ,71
AK,2019,February,Prescription Opioids,40
AK,2019,January,Cocaine ,10
AK,2019,January,Methadone,10
AK,2019,January,Opioids ,65
AK,2019,January,Prescription Opioids,37
AK,2019,January,Psychostimulants ,51
AK,2019,January,Prescription Opioids,48
AK,2019,January,Heroin ,27
AK,2019,January,Prescription Opioids,40
AK,2019,January,Prescription Opioids,14
AK,2019,July,Cocaine ,13
AK,2019,July,Opioids ,83
AK,2019,July,Prescription Opioids,19
AK,2019,July,Prescription Opioids,45
AK,2019,July,Heroin ,43
AK,2019,July,Prescription Opioids,43
AK,2019,July,Prescription Opioids,53
AK,2019,July,Psychostimulants ,66
AK,2019,June,Cocaine ,12
AK,2019,June,Psychostimulants ,65
AK,2019,June,Prescription Opioids,43
AK,2019,June,Prescription Opioids,20
AK,2019,June,Prescription Opioids,41
AK,2019,June,Opioids ,81
AK,2019,June,Prescription Opioids,53
AK,2019,June,Heroin ,40
AK,2019,March,Psychostimulants ,62
AK,2019,March,Opioids ,79
AK,2019,March,Prescription Opioids,45
AK,2019,March,Prescription Opioids,20
AK,2019,March,Cocaine ,12
AK,2019,March,Prescription Opioids,57
AK,2019,March,Heroin ,35
AK,2019,March,Prescription Opioids,47
AK,2019,May,Cocaine ,12
AK,2019,May,Prescription Opioids,20
AK,2019,May,Psychostimulants ,65
AK,2019,May,Prescription Opioids,55
AK,2019,May,Prescription Opioids,44
AK,2019,May,Prescription Opioids,45
AK,2019,May,Opioids ,80
AK,2019,May,Heroin ,37
AK,2019,November,Prescription Opioids,48
AK,2019,November,Prescription Opioids,25
AK,2019,November,Prescription Opioids,62
AK,2019,November,Methadone,10
AK,2019,November,Opioids ,88
AK,2019,November,Psychostimulants ,65
AK,2019,November,Prescription Opioids,43
AK,2019,November,Heroin ,47
AK,2019,October,Cocaine ,12
AK,2019,October,Heroin ,49
AK,2019,October,Prescription Opioids,63
AK,2019,October,Psychostimulants ,69
AK,2019,October,Opioids ,92
AK,2019,October,Prescription Opioids,48
AK,2019,October,Prescription Opioids,44
AK,2019,October,Prescription Opioids,27
AK,2019,October,Methadone,10
AK,2019,September,Cocaine ,12
AK,2019,September,Prescription Opioids,24
AK,2019,September,Opioids ,84
AK,2019,September,Psychostimulants ,64
AK,2019,September,Prescription Opioids,40
AK,2019,September,Prescription Opioids,43
AK,2019,September,Prescription Opioids,55
AK,2019,September,Heroin ,44
AK,2020,April,Psychostimulants ,56
AK,2020,April,Prescription Opioids,57
AK,2020,April,Heroin ,34
AK,2020,April,Opioids ,74
AK,2020,April,Cocaine ,10
AK,2020,April,Prescription Opioids,36
AK,2020,April,Prescription Opioids,30
AK,2020,April,Prescription Opioids,31
AK,2020,February,Psychostimulants ,60
AK,2020,February,Prescription Opioids,40
AK,2020,February,Prescription Opioids,53
AK,2020,February,Prescription Opioids,24
AK,2020,February,Heroin ,36
AK,2020,February,Opioids ,73
AK,2020,February,Prescription Opioids,34
AK,2020,January,Prescription Opioids,44
AK,2020,January,Psychostimulants ,65
AK,2020,January,Opioids ,80
AK,2020,January,Prescription Opioids,56
AK,2020,January,Prescription Opioids,38
AK,2020,January,Heroin ,43
AK,2020,January,Prescription Opioids,24
AK,2020,March,Prescription Opioids,35
AK,2020,March,Psychostimulants ,55
AK,2020,March,Prescription Opioids,25
AK,2020,March,Prescription Opioids,51
AK,2020,March,Opioids ,69
AK,2020,March,Prescription Opioids,29
AK,2020,March,Heroin ,34
AZ,2017,August,Heroin ,324
AZ,2017,August,Prescription Opioids,215
AZ,2017,August,Opioids ,863
AZ,2017,August,Methadone,72
AZ,2017,August,Prescription Opioids,335
AZ,2017,August,Cocaine ,118
AZ,2017,August,Prescription Opioids,387
AZ,2017,August,Prescription Opioids,546
AZ,2017,August,Psychostimulants ,542
AZ,2017,December,Opioids ,936
AZ,2017,December,Prescription Opioids,263
AZ,2017,December,Prescription Opioids,417
AZ,2017,December,Prescription Opioids,350
AZ,2017,December,Psychostimulants ,581
AZ,2017,December,Heroin ,341
AZ,2017,December,Methadone,85
AZ,2017,December,Prescription Opioids,615
AZ,2017,December,Cocaine ,136
AZ,2017,July,Heroin ,318
AZ,2017,July,Opioids ,862
AZ,2017,July,Prescription Opioids,340
AZ,2017,July,Prescription Opioids,211
AZ,2017,July,Cocaine ,117
AZ,2017,July,Prescription Opioids,552
AZ,2017,July,Prescription Opioids,398
AZ,2017,July,Psychostimulants ,527
AZ,2017,July,Methadone,76
AZ,2017,June,Prescription Opioids,195
AZ,2017,June,Heroin ,334
AZ,2017,June,Psychostimulants ,527
AZ,2017,June,Opioids ,866
AZ,2017,June,Prescription Opioids,393
AZ,2017,June,Prescription Opioids,534
AZ,2017,June,Methadone,78
AZ,2017,June,Cocaine ,116
AZ,2017,June,Prescription Opioids,333
AZ,2017,November,Opioids ,908
AZ,2017,November,Prescription Opioids,249
AZ,2017,November,Methadone,80
AZ,2017,November,Prescription Opioids,402
AZ,2017,November,Prescription Opioids,340
AZ,2017,November,Heroin ,338
AZ,2017,November,Psychostimulants ,569
AZ,2017,November,Prescription Opioids,589
AZ,2017,November,Cocaine ,128
AZ,2017,October,Methadone,72
AZ,2017,October,Heroin ,335
AZ,2017,October,Prescription Opioids,235
AZ,2017,October,Cocaine ,131
AZ,2017,October,Opioids ,896
AZ,2017,October,Prescription Opioids,574
AZ,2017,October,Prescription Opioids,342
AZ,2017,October,Prescription Opioids,396
AZ,2017,October,Psychostimulants ,554
AZ,2017,September,Methadone,65
AZ,2017,September,Heroin ,332
AZ,2017,September,Prescription Opioids,222
AZ,2017,September,Opioids ,877
AZ,2017,September,Prescription Opioids,553
AZ,2017,September,Prescription Opioids,339
AZ,2017,September,Cocaine ,120
AZ,2017,September,Prescription Opioids,387
AZ,2017,September,Psychostimulants ,558
AZ,2018,April,Prescription Opioids,348
AZ,2018,April,Prescription Opioids,342
AZ,2018,April,Psychostimulants ,588
AZ,2018,April,Cocaine ,155
AZ,2018,April,Methadone,85
AZ,2018,April,Opioids ,992
AZ,2018,April,Prescription Opioids,411
AZ,2018,April,Heroin ,327
AZ,2018,April,Prescription Opioids,683
AZ,2018,August,Prescription Opioids,436
AZ,2018,August,Prescription Opioids,400
AZ,2018,August,Psychostimulants ,604
AZ,2018,August,Methadone,86
AZ,2018,August,Prescription Opioids,328
AZ,2018,August,Cocaine ,163
AZ,2018,August,Prescription Opioids,748
AZ,2018,August,Opioids ,1061
AZ,2018,August,Heroin ,341
AZ,2018,December,Prescription Opioids,367
AZ,2018,December,Psychostimulants ,612
AZ,2018,December,Opioids ,1134
AZ,2018,December,Prescription Opioids,799
AZ,2018,December,Methadone,65
AZ,2018,December,Heroin ,368
AZ,2018,December,Cocaine ,175
AZ,2018,December,Prescription Opioids,313
AZ,2018,December,Prescription Opioids,527
AZ,2018,February,Methadone,89
AZ,2018,February,Psychostimulants ,585
AZ,2018,February,Prescription Opioids,297
AZ,2018,February,Prescription Opioids,345
AZ,2018,February,Cocaine ,141
AZ,2018,February,Prescription Opioids,419
AZ,2018,February,Prescription Opioids,652
AZ,2018,February,Heroin ,334
AZ,2018,February,Opioids ,969
AZ,2018,January,Prescription Opioids,274
AZ,2018,January,Prescription Opioids,420
AZ,2018,January,Psychostimulants ,595
AZ,2018,January,Prescription Opioids,628
AZ,2018,January,Methadone,88
AZ,2018,January,Prescription Opioids,349
AZ,2018,January,Cocaine ,134
AZ,2018,January,Heroin ,344
AZ,2018,January,Opioids ,956
AZ,2018,July,Prescription Opioids,394
AZ,2018,July,Cocaine ,160
AZ,2018,July,Prescription Opioids,322
AZ,2018,July,Psychostimulants ,604
AZ,2018,July,Prescription Opioids,393
AZ,2018,July,Heroin ,336
AZ,2018,July,Opioids ,1013
AZ,2018,July,Methadone,88
AZ,2018,July,Prescription Opioids,703
AZ,2018,June,Prescription Opioids,379
AZ,2018,June,Prescription Opioids,326
AZ,2018,June,Cocaine ,158
AZ,2018,June,Heroin ,324
AZ,2018,June,Prescription Opioids,397
AZ,2018,June,Methadone,85
AZ,2018,June,Psychostimulants ,564
AZ,2018,June,Opioids ,995
AZ,2018,June,Prescription Opioids,697
AZ,2018,March,Prescription Opioids,324
AZ,2018,March,Prescription Opioids,341
AZ,2018,March,Cocaine ,151
AZ,2018,March,Psychostimulants ,585
AZ,2018,March,Prescription Opioids,412
AZ,2018,March,Prescription Opioids,662
AZ,2018,March,Heroin ,334
AZ,2018,March,Methadone,87
AZ,2018,March,Opioids ,973
AZ,2018,May,Methadone,89
AZ,2018,May,Cocaine ,159
AZ,2018,May,Heroin ,327
AZ,2018,May,Prescription Opioids,358
AZ,2018,May,Psychostimulants ,588
AZ,2018,May,Prescription Opioids,680
AZ,2018,May,Prescription Opioids,323
AZ,2018,May,Opioids ,980
AZ,2018,May,Prescription Opioids,396
AZ,2018,November,Psychostimulants ,602
AZ,2018,November,Opioids ,1112
AZ,2018,November,Methadone,68
AZ,2018,November,Prescription Opioids,778
AZ,2018,November,Prescription Opioids,367
AZ,2018,November,Cocaine ,173
AZ,2018,November,Heroin ,360
AZ,2018,November,Prescription Opioids,311
AZ,2018,November,Prescription Opioids,499
AZ,2018,October,Prescription Opioids,376
AZ,2018,October,Cocaine ,165
AZ,2018,October,Opioids ,1079
AZ,2018,October,Prescription Opioids,761
AZ,2018,October,Methadone,76
AZ,2018,October,Psychostimulants ,603
AZ,2018,October,Prescription Opioids,478
AZ,2018,October,Prescription Opioids,311
AZ,2018,October,Heroin ,347
AZ,2018,September,Prescription Opioids,391
AZ,2018,September,Opioids ,1077
AZ,2018,September,Cocaine ,164
AZ,2018,September,Prescription Opioids,465
AZ,2018,September,Prescription Opioids,317
AZ,2018,September,Prescription Opioids,764
AZ,2018,September,Methadone,87
AZ,2018,September,Heroin ,341
AZ,2018,September,Psychostimulants ,603
AZ,2019,April,Heroin ,341
AZ,2019,April,Prescription Opioids,596
AZ,2019,April,Psychostimulants ,621
AZ,2019,April,Prescription Opioids,311
AZ,2019,April,Methadone,66
AZ,2019,April,Prescription Opioids,363
AZ,2019,April,Prescription Opioids,861
AZ,2019,April,Cocaine ,161
AZ,2019,April,Opioids ,1166
AZ,2019,August,Cocaine ,159
AZ,2019,August,Prescription Opioids,684
AZ,2019,August,Psychostimulants ,679
AZ,2019,August,Heroin ,311
AZ,2019,August,Prescription Opioids,308
AZ,2019,August,Prescription Opioids,365
AZ,2019,August,Methadone,72
AZ,2019,August,Opioids ,1215
AZ,2019,August,Prescription Opioids,938
AZ,2019,December,Psychostimulants ,765
AZ,2019,December,Prescription Opioids,1074
AZ,2019,December,Prescription Opioids,366
AZ,2019,December,Heroin ,282
AZ,2019,December,Methadone,73
AZ,2019,December,Opioids ,1326
AZ,2019,December,Cocaine ,157
AZ,2019,December,Prescription Opioids,824
AZ,2019,December,Prescription Opioids,309
AZ,2019,February,Psychostimulants ,625
AZ,2019,February,Prescription Opioids,365
AZ,2019,February,Prescription Opioids,826
AZ,2019,February,Methadone,69
AZ,2019,February,Prescription Opioids,564
AZ,2019,February,Cocaine ,164
AZ,2019,February,Heroin ,361
AZ,2019,February,Opioids ,1153
AZ,2019,February,Prescription Opioids,310
AZ,2019,January,Cocaine ,173
AZ,2019,January,Methadone,66
AZ,2019,January,Opioids ,1145
AZ,2019,January,Prescription Opioids,309
AZ,2019,January,Psychostimulants ,601
AZ,2019,January,Prescription Opioids,820
AZ,2019,January,Heroin ,361
AZ,2019,January,Prescription Opioids,361
AZ,2019,January,Prescription Opioids,558
AZ,2019,July,Methadone,68
AZ,2019,July,Cocaine ,159
AZ,2019,July,Opioids ,1210
AZ,2019,July,Prescription Opioids,670
AZ,2019,July,Prescription Opioids,358
AZ,2019,July,Heroin ,327
AZ,2019,July,Prescription Opioids,305
AZ,2019,July,Prescription Opioids,919
AZ,2019,July,Psychostimulants ,659
AZ,2019,June,Cocaine ,158
AZ,2019,June,Psychostimulants ,643
AZ,2019,June,Prescription Opioids,361
AZ,2019,June,Methadone,65
AZ,2019,June,Prescription Opioids,627
AZ,2019,June,Prescription Opioids,310
AZ,2019,June,Opioids ,1180
AZ,2019,June,Prescription Opioids,881
AZ,2019,June,Heroin ,333
AZ,2019,March,Psychostimulants ,624
AZ,2019,March,Methadone,66
AZ,2019,March,Opioids ,1156
AZ,2019,March,Prescription Opioids,311
AZ,2019,March,Prescription Opioids,570
AZ,2019,March,Cocaine ,152
AZ,2019,March,Prescription Opioids,838
AZ,2019,March,Heroin ,353
AZ,2019,March,Prescription Opioids,363
AZ,2019,May,Cocaine ,164
AZ,2019,May,Methadone,66
AZ,2019,May,Prescription Opioids,625
AZ,2019,May,Psychostimulants ,630
AZ,2019,May,Prescription Opioids,885
AZ,2019,May,Prescription Opioids,313
AZ,2019,May,Prescription Opioids,365
AZ,2019,May,Opioids ,1192
AZ,2019,May,Heroin ,340
AZ,2019,November,Prescription Opioids,376
AZ,2019,November,Prescription Opioids,780
AZ,2019,November,Prescription Opioids,1036
AZ,2019,November,Methadone,74
AZ,2019,November,Opioids ,1296
AZ,2019,November,Cocaine ,165
AZ,2019,November,Psychostimulants ,750
AZ,2019,November,Prescription Opioids,318
AZ,2019,November,Heroin ,291
AZ,2019,October,Cocaine ,165
AZ,2019,October,Heroin ,308
AZ,2019,October,Prescription Opioids,1018
AZ,2019,October,Psychostimulants ,734
AZ,2019,October,Opioids ,1294
AZ,2019,October,Prescription Opioids,380
AZ,2019,October,Prescription Opioids,323
AZ,2019,October,Prescription Opioids,749
AZ,2019,October,Methadone,75
AZ,2019,September,Cocaine ,163
AZ,2019,September,Prescription Opioids,709
AZ,2019,September,Opioids ,1261
AZ,2019,September,Psychostimulants ,712
AZ,2019,September,Methadone,74
AZ,2019,September,Prescription Opioids,326
AZ,2019,September,Prescription Opioids,383
AZ,2019,September,Prescription Opioids,977
AZ,2019,September,Heroin ,316
AZ,2020,April,Psychostimulants ,819
AZ,2020,April,Prescription Opioids,1267
AZ,2020,April,Heroin ,250
AZ,2020,April,Methadone,71
AZ,2020,April,Opioids ,1487
AZ,2020,April,Cocaine ,169
AZ,2020,April,Prescription Opioids,364
AZ,2020,April,Prescription Opioids,306
AZ,2020,April,Prescription Opioids,1029
AZ,2020,February,Cocaine ,162
AZ,2020,February,Psychostimulants ,799
AZ,2020,February,Methadone,72
AZ,2020,February,Prescription Opioids,366
AZ,2020,February,Prescription Opioids,1158
AZ,2020,February,Prescription Opioids,910
AZ,2020,February,Heroin ,268
AZ,2020,February,Opioids ,1395
AZ,2020,February,Prescription Opioids,309
AZ,2020,January,Prescription Opioids,366
AZ,2020,January,Psychostimulants ,789
AZ,2020,January,Opioids ,1358
AZ,2020,January,Cocaine ,164
AZ,2020,January,Methadone,73
AZ,2020,January,Prescription Opioids,1121
AZ,2020,January,Prescription Opioids,306
AZ,2020,January,Heroin ,270
AZ,2020,January,Prescription Opioids,870
AZ,2020,March,Prescription Opioids,364
AZ,2020,March,Psychostimulants ,810
AZ,2020,March,Methadone,73
AZ,2020,March,Prescription Opioids,982
AZ,2020,March,Prescription Opioids,1224
AZ,2020,March,Opioids ,1445
AZ,2020,March,Cocaine ,173
AZ,2020,March,Prescription Opioids,305
AZ,2020,March,Heroin ,250
CA,2019,August,Cocaine ,758
CA,2019,August,Prescription Opioids,1356
CA,2019,August,Psychostimulants ,2835
CA,2019,August,Heroin ,1011
CA,2019,August,Prescription Opioids,928
CA,2019,August,Prescription Opioids,1074
CA,2019,August,Methadone,208
CA,2019,August,Opioids ,2984
CA,2019,August,Prescription Opioids,2197
CA,2019,December,Psychostimulants ,3009
CA,2019,December,Prescription Opioids,2587
CA,2019,December,Prescription Opioids,1099
CA,2019,December,Heroin ,1009
CA,2019,December,Methadone,208
CA,2019,December,Opioids ,3352
CA,2019,December,Cocaine ,873
CA,2019,December,Prescription Opioids,1741
CA,2019,December,Prescription Opioids,944
CA,2019,July,Methadone,203
CA,2019,July,Cocaine ,744
CA,2019,July,Opioids ,2884
CA,2019,July,Prescription Opioids,1266
CA,2019,July,Prescription Opioids,1061
CA,2019,July,Heroin ,984
CA,2019,July,Prescription Opioids,918
CA,2019,July,Prescription Opioids,2109
CA,2019,July,Psychostimulants ,2823
