,State,Year,Month,Drug Name,Death Count,Percent Complete,Percent Pending Investigation,Predicted Value
215,AK,2016,July,Number of Drug Overdose Deaths,143.0,100,0.0,143.0
216,AK,2016,June,Cocaine (T40.5),11.0,100,0.0,11.0
217,AK,2016,June,"Opioids (T40.0-T40.4,T40.6)",102.0,100,0.0,102.0
218,AK,2016,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",76.0,100,0.0,76.0
219,AK,2016,June,Psychostimulants with abuse potential (T43.6),37.0,100,0.0,38.0
220,AK,2016,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",69.0,100,0.0,69.0
221,AK,2016,June,"Synthetic opioids, excl. methadone (T40.4)",12.0,100,0.0,12.0
222,AK,2016,June,Methadone (T40.3),20.0,100,0.0,21.0
223,AK,2016,June,Number of Drug Overdose Deaths,138.0,100,0.0,138.0
224,AK,2016,June,Number of Deaths,4261.0,100,0.0,
225,AK,2016,June,Percent with drugs specified,97.1014492753623,100,0.0,
226,AK,2016,June,Natural & semi-synthetic opioids (T40.2),60.0,100,0.0,60.0
227,AK,2016,June,Heroin (T40.1),40.0,100,0.0,40.0
228,AK,2016,March,"Opioids (T40.0-T40.4,T40.6)",90.0,100,0.0,90.0
229,AK,2016,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",64.0,100,0.0,64.0
230,AK,2016,March,Methadone (T40.3),16.0,100,0.0,17.0
231,AK,2016,March,Natural & semi-synthetic opioids (T40.2),57.0,100,0.0,57.0
232,AK,2016,March,Psychostimulants with abuse potential (T43.6),31.0,100,0.0,32.0
233,AK,2016,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",72.0,100,0.0,72.0
234,AK,2016,March,"Synthetic opioids, excl. methadone (T40.4)",12.0,100,0.0,12.0
235,AK,2016,March,Cocaine (T40.5),,100,0.0,
236,AK,2016,March,Percent with drugs specified,92.8,100,0.0,
237,AK,2016,March,Number of Deaths,4230.0,100,0.0,
238,AK,2016,March,Number of Drug Overdose Deaths,125.0,100,0.0,125.0
239,AK,2016,March,Heroin (T40.1),38.0,100,0.0,38.0
240,AK,2016,May,Cocaine (T40.5),11.0,100,0.0,11.0
241,AK,2016,May,"Opioids (T40.0-T40.4,T40.6)",103.0,100,0.0,103.0
242,AK,2016,May,"Synthetic opioids, excl. methadone (T40.4)",11.0,100,0.0,11.0
243,AK,2016,May,Methadone (T40.3),17.0,100,0.0,18.0
244,AK,2016,May,Psychostimulants with abuse potential (T43.6),39.0,100,0.0,40.0
245,AK,2016,May,Percent with drugs specified,95.7142857142857,100,0.0,
246,AK,2016,May,Number of Deaths,4241.0,100,0.0,
247,AK,2016,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",77.0,100,0.0,77.0
248,AK,2016,May,Natural & semi-synthetic opioids (T40.2),63.0,100,0.0,63.0
249,AK,2016,May,Heroin (T40.1),44.0,100,0.0,44.0
250,AK,2016,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",70.0,100,0.0,70.0
251,AK,2016,May,Number of Drug Overdose Deaths,140.0,100,0.0,140.0
252,AK,2016,November,Number of Deaths,4289.0,100,0.069946374446258,
253,AK,2016,November,Natural & semi-synthetic opioids (T40.2),51.0,100,0.069946374446258,52.0
254,AK,2016,November,Heroin (T40.1),45.0,100,0.069946374446258,46.0
255,AK,2016,November,Percent with drugs specified,97.7443609022556,100,0.069946374446258,
256,AK,2016,November,Number of Drug Overdose Deaths,133.0,100,0.069946374446258,134.0
257,AK,2016,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",59.0,100,0.069946374446258,60.0
258,AK,2016,November,Psychostimulants with abuse potential (T43.6),45.0,100,0.069946374446258,46.0
259,AK,2016,November,"Synthetic opioids, excl. methadone (T40.4)",,100,0.069946374446258,
260,AK,2016,November,"Opioids (T40.0-T40.4,T40.6)",99.0,100,0.069946374446258,100.0
261,AK,2016,November,Methadone (T40.3),15.0,100,0.069946374446258,16.0
262,AK,2016,November,Cocaine (T40.5),15.0,100,0.069946374446258,16.0
263,AK,2016,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",64.0,100,0.069946374446258,65.0
264,AK,2016,October,Number of Deaths,4291.0,100,0.069913773013284,
265,AK,2016,October,Percent with drugs specified,96.9465648854962,100,0.069913773013284,
266,AK,2016,October,Natural & semi-synthetic opioids (T40.2),53.0,100,0.069913773013284,54.0
267,AK,2016,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",64.0,100,0.069913773013284,65.0
268,AK,2016,October,Psychostimulants with abuse potential (T43.6),44.0,100,0.069913773013284,45.0
269,AK,2016,October,Methadone (T40.3),15.0,100,0.069913773013284,16.0
270,AK,2016,October,Number of Drug Overdose Deaths,131.0,100,0.069913773013284,132.0
271,AK,2016,October,Heroin (T40.1),38.0,100,0.069913773013284,39.0
272,AK,2016,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",60.0,100,0.069913773013284,61.0
273,AK,2016,October,"Opioids (T40.0-T40.4,T40.6)",94.0,100,0.069913773013284,95.0
274,AK,2016,October,"Synthetic opioids, excl. methadone (T40.4)",,100,0.069913773013284,
275,AK,2016,October,Cocaine (T40.5),13.0,100,0.069913773013284,14.0
276,AK,2016,September,Psychostimulants with abuse potential (T43.6),42.0,100,0.046992481203007995,43.0
277,AK,2016,September,Natural & semi-synthetic opioids (T40.2),54.0,100,0.046992481203007995,55.0
278,AK,2016,September,Number of Deaths,4256.0,100,0.046992481203007995,
279,AK,2016,September,"Synthetic opioids, excl. methadone (T40.4)",10.0,100,0.046992481203007995,11.0
280,AK,2016,September,"Opioids (T40.0-T40.4,T40.6)",96.0,100,0.046992481203007995,97.0
281,AK,2016,September,Methadone (T40.3),17.0,100,0.046992481203007995,18.0
282,AK,2016,September,Percent with drugs specified,96.9465648854962,100,0.046992481203007995,
283,AK,2016,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",62.0,100,0.046992481203007995,63.0
284,AK,2016,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",68.0,100,0.046992481203007995,69.0
285,AK,2016,September,Heroin (T40.1),37.0,100,0.046992481203007995,38.0
286,AK,2016,September,Number of Drug Overdose Deaths,131.0,100,0.046992481203007995,132.0
287,AK,2016,September,Cocaine (T40.5),11.0,100,0.046992481203007995,12.0
288,AK,2017,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",35.0,100,0.069364161849711,36.0
289,AK,2017,April,Natural & semi-synthetic opioids (T40.2),30.0,100,0.069364161849711,31.0
290,AK,2017,April,Psychostimulants with abuse potential (T43.6),52.0,100,0.069364161849711,53.0
291,AK,2017,April,"Synthetic opioids, excl. methadone (T40.4)",12.0,100,0.069364161849711,13.0
292,AK,2017,April,"Opioids (T40.0-T40.4,T40.6)",78.0,100,0.069364161849711,79.0
293,AK,2017,April,Percent with drugs specified,97.4358974358974,100,0.069364161849711,
294,AK,2017,April,Number of Deaths,4325.0,100,0.069364161849711,
295,AK,2017,April,Methadone (T40.3),,100,0.069364161849711,
296,AK,2017,April,Heroin (T40.1),43.0,100,0.069364161849711,44.0
297,AK,2017,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",44.0,100,0.069364161849711,45.0
298,AK,2017,April,Number of Drug Overdose Deaths,117.0,100,0.069364161849711,118.0
299,AK,2017,April,Cocaine (T40.5),16.0,100,0.069364161849711,17.0
300,AK,2017,August,Heroin (T40.1),46.0,100,0.047236655644779996,47.0
301,AK,2017,August,Number of Drug Overdose Deaths,137.0,100,0.047236655644779996,138.0
302,AK,2017,August,"Synthetic opioids, excl. methadone (T40.4)",29.0,100,0.047236655644779996,30.0
303,AK,2017,August,"Opioids (T40.0-T40.4,T40.6)",99.0,100,0.047236655644779996,100.0
304,AK,2017,August,Number of Deaths,4234.0,100,0.047236655644779996,
305,AK,2017,August,Methadone (T40.3),,100,0.047236655644779996,
306,AK,2017,August,Natural & semi-synthetic opioids (T40.2),44.0,100,0.047236655644779996,45.0
307,AK,2017,August,Cocaine (T40.5),21.0,100,0.047236655644779996,22.0
308,AK,2017,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",48.0,100,0.047236655644779996,49.0
309,AK,2017,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",68.0,100,0.047236655644779996,69.0
310,AK,2017,August,Psychostimulants with abuse potential (T43.6),64.0,100,0.047236655644779996,65.0
311,AK,2017,August,Percent with drugs specified,97.0802919708029,100,0.047236655644779996,
312,AK,2017,December,"Opioids (T40.0-T40.4,T40.6)",100.0,100,0.0,100.0
313,AK,2017,December,"Synthetic opioids, excl. methadone (T40.4)",37.0,100,0.0,37.0
314,AK,2017,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",50.0,100,0.0,50.0
315,AK,2017,December,Percent with drugs specified,97.16312056737591,100,0.0,
316,AK,2017,December,Natural & semi-synthetic opioids (T40.2),46.0,100,0.0,46.0
317,AK,2017,December,Number of Deaths,4279.0,100,0.0,
318,AK,2017,December,Psychostimulants with abuse potential (T43.6),64.0,100,0.0,65.0
319,AK,2017,December,Heroin (T40.1),36.0,100,0.0,36.0
320,AK,2017,December,Methadone (T40.3),,100,0.0,
321,AK,2017,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",75.0,100,0.0,75.0
322,AK,2017,December,Cocaine (T40.5),18.0,100,0.0,18.0
323,AK,2017,December,Number of Drug Overdose Deaths,141.0,100,0.0,141.0
324,AK,2017,February,Natural & semi-synthetic opioids (T40.2),36.0,100,0.069013112491373,37.0
325,AK,2017,February,Percent with drugs specified,98.3870967741936,100,0.069013112491373,
326,AK,2017,February,Psychostimulants with abuse potential (T43.6),54.0,100,0.069013112491373,55.0
327,AK,2017,February,Number of Deaths,4347.0,100,0.069013112491373,
328,AK,2017,February,Number of Drug Overdose Deaths,124.0,100,0.069013112491373,125.0
329,AK,2017,February,Methadone (T40.3),,100,0.069013112491373,10.0
330,AK,2017,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",42.0,100,0.069013112491373,43.0
331,AK,2017,February,Heroin (T40.1),49.0,100,0.069013112491373,50.0
332,AK,2017,February,"Synthetic opioids, excl. methadone (T40.4)",11.0,100,0.069013112491373,12.0
333,AK,2017,February,"Opioids (T40.0-T40.4,T40.6)",90.0,100,0.069013112491373,91.0
334,AK,2017,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",50.0,100,0.069013112491373,51.0
335,AK,2017,February,Cocaine (T40.5),18.0,100,0.069013112491373,19.0
336,AK,2017,January,Number of Deaths,4374.0,100,0.068587105624143,
337,AK,2017,January,Psychostimulants with abuse potential (T43.6),55.0,100,0.068587105624143,56.0
338,AK,2017,January,Methadone (T40.3),11.0,100,0.068587105624143,12.0
339,AK,2017,January,Number of Drug Overdose Deaths,126.0,100,0.068587105624143,127.0
340,AK,2017,January,Natural & semi-synthetic opioids (T40.2),40.0,100,0.068587105624143,41.0
341,AK,2017,January,Percent with drugs specified,99.2063492063492,100,0.068587105624143,
342,AK,2017,January,"Synthetic opioids, excl. methadone (T40.4)",10.0,100,0.068587105624143,11.0
343,AK,2017,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",47.0,100,0.068587105624143,48.0
344,AK,2017,January,Heroin (T40.1),50.0,100,0.068587105624143,51.0
345,AK,2017,January,"Opioids (T40.0-T40.4,T40.6)",93.0,100,0.068587105624143,94.0
346,AK,2017,January,Cocaine (T40.5),15.0,100,0.068587105624143,16.0
347,AK,2017,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",54.0,100,0.068587105624143,55.0
348,AK,2017,July,Heroin (T40.1),44.0,100,0.07082152974504201,45.0
349,AK,2017,July,Number of Drug Overdose Deaths,128.0,100,0.07082152974504201,129.0
350,AK,2017,July,"Opioids (T40.0-T40.4,T40.6)",91.0,100,0.07082152974504201,92.0
351,AK,2017,July,Number of Deaths,4236.0,100,0.07082152974504201,
352,AK,2017,July,Natural & semi-synthetic opioids (T40.2),40.0,100,0.07082152974504201,41.0
353,AK,2017,July,"Synthetic opioids, excl. methadone (T40.4)",27.0,100,0.07082152974504201,28.0
354,AK,2017,July,Cocaine (T40.5),20.0,100,0.07082152974504201,21.0
355,AK,2017,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",63.0,100,0.07082152974504201,64.0
356,AK,2017,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",44.0,100,0.07082152974504201,45.0
357,AK,2017,July,Psychostimulants with abuse potential (T43.6),59.0,100,0.07082152974504201,60.0
358,AK,2017,July,Percent with drugs specified,97.65625,100,0.07082152974504201,
359,AK,2017,July,Methadone (T40.3),,100,0.07082152974504201,
360,AK,2017,June,"Synthetic opioids, excl. methadone (T40.4)",24.0,100,0.070159027128157,25.0
361,AK,2017,June,Number of Deaths,4276.0,100,0.070159027128157,
362,AK,2017,June,Heroin (T40.1),42.0,100,0.070159027128157,43.0
363,AK,2017,June,Psychostimulants with abuse potential (T43.6),54.0,100,0.070159027128157,55.0
364,AK,2017,June,"Opioids (T40.0-T40.4,T40.6)",85.0,100,0.070159027128157,86.0
365,AK,2017,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",40.0,100,0.070159027128157,41.0
366,AK,2017,June,Number of Drug Overdose Deaths,122.0,100,0.070159027128157,123.0
367,AK,2017,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",57.0,100,0.070159027128157,58.0
368,AK,2017,June,Percent with drugs specified,96.72131147540979,100,0.070159027128157,
369,AK,2017,June,Methadone (T40.3),,100,0.070159027128157,
370,AK,2017,June,Cocaine (T40.5),20.0,100,0.070159027128157,21.0
371,AK,2017,June,Natural & semi-synthetic opioids (T40.2),35.0,100,0.070159027128157,36.0
372,AK,2017,March,Natural & semi-synthetic opioids (T40.2),35.0,100,0.06882312456985601,36.0
373,AK,2017,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",41.0,100,0.06882312456985601,42.0
374,AK,2017,March,Psychostimulants with abuse potential (T43.6),55.0,100,0.06882312456985601,56.0
375,AK,2017,March,Number of Deaths,4359.0,100,0.06882312456985601,
376,AK,2017,March,Number of Drug Overdose Deaths,126.0,100,0.06882312456985601,127.0
377,AK,2017,March,"Synthetic opioids, excl. methadone (T40.4)",11.0,100,0.06882312456985601,12.0
378,AK,2017,March,"Opioids (T40.0-T40.4,T40.6)",87.0,100,0.06882312456985601,88.0
379,AK,2017,March,Methadone (T40.3),,100,0.06882312456985601,10.0
380,AK,2017,March,Cocaine (T40.5),19.0,100,0.06882312456985601,20.0
381,AK,2017,March,Heroin (T40.1),47.0,100,0.06882312456985601,48.0
382,AK,2017,March,Percent with drugs specified,98.4126984126984,100,0.06882312456985601,
383,AK,2017,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",49.0,100,0.06882312456985601,50.0
384,AK,2017,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",39.0,100,0.07014262333411299,40.0
385,AK,2017,May,"Synthetic opioids, excl. methadone (T40.4)",21.0,100,0.07014262333411299,22.0
386,AK,2017,May,Number of Deaths,4277.0,100,0.07014262333411299,
387,AK,2017,May,Percent with drugs specified,96.6666666666667,100,0.07014262333411299,
388,AK,2017,May,Psychostimulants with abuse potential (T43.6),52.0,100,0.07014262333411299,53.0
389,AK,2017,May,Heroin (T40.1),40.0,100,0.07014262333411299,41.0
390,AK,2017,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",53.0,100,0.07014262333411299,54.0
391,AK,2017,May,"Opioids (T40.0-T40.4,T40.6)",81.0,100,0.07014262333411299,82.0
392,AK,2017,May,Methadone (T40.3),10.0,100,0.07014262333411299,11.0
393,AK,2017,May,Number of Drug Overdose Deaths,120.0,100,0.07014262333411299,121.0
394,AK,2017,May,Cocaine (T40.5),18.0,100,0.07014262333411299,19.0
395,AK,2017,May,Natural & semi-synthetic opioids (T40.2),32.0,100,0.07014262333411299,33.0
396,AK,2017,November,"Opioids (T40.0-T40.4,T40.6)",97.0,100,0.0,97.0
397,AK,2017,November,"Synthetic opioids, excl. methadone (T40.4)",33.0,100,0.0,33.0
398,AK,2017,November,Percent with drugs specified,97.1014492753623,100,0.0,
399,AK,2017,November,Methadone (T40.3),,100,0.0,
400,AK,2017,November,Number of Deaths,4308.0,100,0.0,
401,AK,2017,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",47.0,100,0.0,47.0
402,AK,2017,November,Number of Drug Overdose Deaths,138.0,100,0.0,138.0
403,AK,2017,November,Natural & semi-synthetic opioids (T40.2),43.0,100,0.0,43.0
404,AK,2017,November,Heroin (T40.1),38.0,100,0.0,38.0
405,AK,2017,November,Psychostimulants with abuse potential (T43.6),67.0,100,0.0,68.0
406,AK,2017,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",70.0,100,0.0,70.0
407,AK,2017,November,Cocaine (T40.5),17.0,100,0.0,17.0
408,AK,2017,October,Percent with drugs specified,97.2222222222222,100,0.0,
409,AK,2017,October,Methadone (T40.3),,100,0.0,
410,AK,2017,October,Heroin (T40.1),46.0,100,0.0,46.0
411,AK,2017,October,Number of Drug Overdose Deaths,144.0,100,0.0,144.0
412,AK,2017,October,Number of Deaths,4283.0,100,0.0,
413,AK,2017,October,"Synthetic opioids, excl. methadone (T40.4)",33.0,100,0.0,33.0
414,AK,2017,October,Cocaine (T40.5),20.0,100,0.0,20.0
415,AK,2017,October,"Opioids (T40.0-T40.4,T40.6)",103.0,100,0.0,103.0
416,AK,2017,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",72.0,100,0.0,72.0
417,AK,2017,October,Natural & semi-synthetic opioids (T40.2),45.0,100,0.0,45.0
418,AK,2017,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",49.0,100,0.0,49.0
419,AK,2017,October,Psychostimulants with abuse potential (T43.6),70.0,100,0.0,71.0
420,AK,2017,September,Methadone (T40.3),,100,0.023261223540358,
421,AK,2017,September,Heroin (T40.1),46.0,100,0.023261223540358,47.0
422,AK,2017,September,Number of Deaths,4299.0,100,0.023261223540358,
423,AK,2017,September,Number of Drug Overdose Deaths,148.0,100,0.023261223540358,148.0
424,AK,2017,September,"Synthetic opioids, excl. methadone (T40.4)",32.0,100,0.023261223540358,33.0
425,AK,2017,September,"Opioids (T40.0-T40.4,T40.6)",106.0,100,0.023261223540358,106.0
426,AK,2017,September,Percent with drugs specified,97.2972972972973,100,0.023261223540358,
427,AK,2017,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",74.0,100,0.023261223540358,75.0
428,AK,2017,September,Natural & semi-synthetic opioids (T40.2),48.0,100,0.023261223540358,49.0
429,AK,2017,September,Cocaine (T40.5),22.0,100,0.023261223540358,23.0
430,AK,2017,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",52.0,100,0.023261223540358,53.0
431,AK,2017,September,Psychostimulants with abuse potential (T43.6),68.0,100,0.023261223540358,69.0
432,AK,2018,April,Number of Deaths,4340.0,100,0.0,
433,AK,2018,April,"Synthetic opioids, excl. methadone (T40.4)",38.0,100,0.0,38.0
434,AK,2018,April,Natural & semi-synthetic opioids (T40.2),48.0,100,0.0,48.0
435,AK,2018,April,Psychostimulants with abuse potential (T43.6),61.0,100,0.0,62.0
436,AK,2018,April,Number of Drug Overdose Deaths,142.0,100,0.0,142.0
437,AK,2018,April,Cocaine (T40.5),15.0,100,0.0,15.0
438,AK,2018,April,Methadone (T40.3),11.0,100,0.0,12.0
439,AK,2018,April,"Opioids (T40.0-T40.4,T40.6)",102.0,100,0.0,102.0
440,AK,2018,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",55.0,100,0.0,55.0
441,AK,2018,April,Percent with drugs specified,98.59154929577471,100,0.0,
442,AK,2018,April,Heroin (T40.1),36.0,100,0.0,36.0
443,AK,2018,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",80.0,100,0.0,80.0
444,AK,2018,August,"Synthetic opioids, excl. methadone (T40.4)",19.0,100,0.0,19.0
445,AK,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",42.0,100,0.0,42.0
446,AK,2018,August,Psychostimulants with abuse potential (T43.6),47.0,100,0.0,48.0
447,AK,2018,August,Number of Deaths,4383.0,100,0.0,
448,AK,2018,August,Number of Drug Overdose Deaths,110.0,100,0.0,110.0
449,AK,2018,August,Methadone (T40.3),,100,0.0,
450,AK,2018,August,Percent with drugs specified,100.0,100,0.0,
451,AK,2018,August,Natural & semi-synthetic opioids (T40.2),37.0,100,0.0,37.0
452,AK,2018,August,Cocaine (T40.5),,100,0.0,
453,AK,2018,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",56.0,100,0.0,56.0
454,AK,2018,August,"Opioids (T40.0-T40.4,T40.6)",73.0,100,0.0,73.0
455,AK,2018,August,Heroin (T40.1),24.0,100,0.0,24.0
